paper,kind,value,url,context
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICKG63256.2024.00061,https://doi.org/10.1109/ICKG63256.2024.00061,"…e Model and Knowledge Graph Entangled Logical Reasoning,” in 2024 IEEE International Confer- ence on Knowledge Graph (ICKG), IEEE, Dec. 2024, pp. 432–439. doi: 10.1109/ICKG63256.2024.00061. [54] G. Shrivastava, V. Veeraiah, S. Praveenkumar, P. Pathak, T. Sharma, and A. Gupta, “Explainable AI in NLP: Interpretable Models for Transparent Decision Ma…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICCCNT61001.2024.10726022,https://doi.org/10.1109/ICCCNT61001.2024.10726022,"…arent Decision Making,” in 2024 15th International Conference on Computing Communica- tion and Networking Technologies (ICCCNT), IEEE, Jun. 2024, pp. 1–6. doi: 10.1109/ICCCNT61001.2024.10726022. [55] E. Herron, J. Yin, and F. Wang, “SciTrust: Evaluating the Trustworthiness of Large Language Models for Science,” in SC24-W: Workshops of the International…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/SCW63240.2024.00017,https://doi.org/10.1109/SCW63240.2024.00017,"…ience,” in SC24-W: Workshops of the International Conference for High Performance Computing, Networking, Storage and Analysis, IEEE, Nov. 2024, pp. 72–78. doi: 10.1109/SCW63240.2024.00017. 53"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.47852/bonviewAIA62026239,https://doi.org/10.47852/bonviewAIA62026239,"…May 2025 | Revised: 9 March 2026 | Accepted: 14 April 2026 | Published online: 8 May 2026 Artificial Intelligence and Applications 2026, Vol. 00(00) 1–12 DOI: 10.47852/bonviewAIA62026239 RESEARCH ARTICLE Classification of Multi-Crop Leaf Diseases in Rice, Wheat, and Bean Using a Deep Transfer Learning Approach Md. Mahmudul Hasan1 , Md. Omar Far…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.3390/su15032651,https://doi.org/10.3390/su15032651,"…in sustainable development in Bangladesh econ- omy: Findings from a sectoral approach using input-output analysis. Sustainability, 15(3), 2651. https://doi.org/10.3390/su15032651[2] Ahmed, K., Shahidi, T. R., Irfanul Alam, S. Md., & Momen, S. (2019). Rice leaf disease detection using machine learning techniques. In 2019 International Co…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1109/STI47673.2019.9068096,https://doi.org/10.1109/STI47673.2019.9068096,"…e leaf disease detection using machine learning techniques. In 2019 International Conference on Sustainable Technologies for Industry 4.0, 1–5. https://doi.org/10.1109/STI47673.2019.9068096[3] Mallick, M. T., Biswas, S., Das, A. K., Saha, H. N., Chakrabarti, A., & Deb, N. (2023). Deep learning based auto- mated disease detection and pest classific…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1007/s11042-022-13673-7,https://doi.org/10.1007/s11042-022-13673-7,"…earning based auto- mated disease detection and pest classification in Indian mung bean. Multimedia Tools and Applications, 82(8), 12017–12041. https://doi.org/10.1007/s11042-022-13673-7[4] Mannepalli, P. K., Pathre, A., Chhabra, G., Ujjainkar, P. A., & Wanjari, S. (2024). Diagnosis of bacterial leaf blight, leaf smut, and brown spot in rice le…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1016/j.procs.2024.04.022,https://doi.org/10.1016/j.procs.2024.04.022,"…i, S. (2024). Diagnosis of bacterial leaf blight, leaf smut, and brown spot in rice leafs using VGG16. Procedia Computer Science, 235, 193–200. https://doi.org/10.1016/j.procs.2024.04.022[5] Singh, V., Chug, A., & Singh, A. P. (2023). Classification of beans leaf diseases using fine tuned CNN model. Proce- dia Computer Science, 218, 348–356. htt…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1016/j.procs.2023.01.017,https://doi.org/10.1016/j.procs.2023.01.017,"…, Chug, A., & Singh, A. P. (2023). Classification of beans leaf diseases using fine tuned CNN model. Proce- dia Computer Science, 218, 348–356. https://doi.org/10.1016/j.procs.2023.01.017[6] Islam, M. A., Shuvo, M. N. R., Shamsojjaman, M., Hasan, S., Hossain, M. S., & Khatun, T. (2021). An automated convolutional neural network based approach fo…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.14569/IJACSA.2021.0120134,https://doi.org/10.14569/IJACSA.2021.0120134,"…l network based approach for paddy leaf disease detection. International Journal of Advanced Computer Science and Applications, 12(1), 280–288. https://doi.org/10.14569/IJACSA.2021.0120134[7] Mathulaprangsan, S., Lanthong, K., Jetpipattanapong, D., Sateanpattanakul, S., & Patarapuwadol, S. (2020). Rice diseases recognition using effective deep le…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1109/ECTIDAMTNCON48261.2020.9090709,https://doi.org/10.1109/ECTIDAMTNCON48261.2020.9090709,"…edia and Technology with ECTI Northern Section Con- ference on Electrical, Electronics, Computer and Telecom- munications Engineering, 386–389. https://doi.org/10.1109/ECTIDAMTNCON48261.2020.9090709[8] Gaikwad, V. P., & Musande, V. (2017). Wheat disease detection using image processing. In 2017 1st International Conference on Intelligent Systems and Inform…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1109/ICISIM.2017.8122158,https://doi.org/10.1109/ICISIM.2017.8122158,"…heat disease detection using image processing. In 2017 1st International Conference on Intelligent Systems and Information Management, 110–112. https://doi.org/10.1109/ICISIM.2017.8122158[9] Poovidha, S., Thaiyalnayaki, S., & Sampath, A. K. (2023). Leaf disease detection using image processing. In 2023 Inter- national Conference on New Frontiers…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1109/ICCAMS60113.2023.10526087,https://doi.org/10.1109/ICCAMS60113.2023.10526087,"…tection using image processing. In 2023 Inter- national Conference on New Frontiers in Communication, Automation, Management and Security, 1–7. https://doi.org/10.1109/ICCAMS60113.2023.10526087[10] Dixit, A., & Nema, S. (2018). Wheat leaf disease detection using machine learning method-a review. International Journal of Computer Science and Mobile Com…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1109/ACCESS.2022.3142817,https://doi.org/10.1109/ACCESS.2022.3142817,"…[11] Elfatimi, E., Eryigit, R., & Elfatimi, L. (2022). Beans leaf dis- eases classification using MobileNet models. IEEE Access, 10, 9471–9482. https://doi.org/10.1109/ACCESS.2022.3142817[12] Paithane, P., & Wagh, S. J. (2023). Novel modified kernel fuzzy c-means algorithm used for cotton leaf spot detection. System Research and Information Tech…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.20535/SRIT.2308-8893.2023.4.07,https://doi.org/10.20535/SRIT.2308-8893.2023.4.07,"…). Novel modified kernel fuzzy c-means algorithm used for cotton leaf spot detection. System Research and Information Technologies, (4), 85–99. https://doi.org/10.20535/SRIT.2308-8893.2023.4.07[13] Paithane, P. (2024). Optimize multiscale feature hybrid-net deep learning approach used for automatic pancreas image segmentation. Machine Vision and Appli…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1007/s00138-024-01619-y,https://doi.org/10.1007/s00138-024-01619-y,"…ltiscale feature hybrid-net deep learning approach used for automatic pancreas image segmentation. Machine Vision and Applications, 35(6), 135. https://doi.org/10.1007/s00138-024-01619-y[14] Abed, S. H., Al-Waisy, A. S., Mohammed, H. J., & Al- Fahdawi, S. (2021). A modern deep learning framework in robot vision for automated bean leaves disease…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1007/s41315-021-00174-3,https://doi.org/10.1007/s41315-021-00174-3,"…rk in robot vision for automated bean leaves diseases detection. International Journal of Intelligent Robotics and Applications, 5(2), 235–251. https://doi.org/10.1007/s41315-021-00174-3[15] Dolatabadian, A., Neik, T. X., Danilevicz, M. F., Upadhyaya, S. R., Batley, J., & Edwards, D. (2025). Image-based crop dis- ease detection using machine le…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1111/ppa.14006,https://doi.org/10.1111/ppa.14006,"…Upadhyaya, S. R., Batley, J., & Edwards, D. (2025). Image-based crop dis- ease detection using machine learning. Plant Pathology, 74(1), 18–38. https://doi.org/10.1111/ppa.14006[16] Jiang, Z., Dong, Z., Jiang, W., & Yang, Y. (2021). Recog- nition of rice leaf diseases and wheat leaf diseases based on multi-task deep transfer learning.…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1016/j.compag.2021.106184,https://doi.org/10.1016/j.compag.2021.106184,"…f rice leaf diseases and wheat leaf diseases based on multi-task deep transfer learning. Computers and Electronics in Agriculture, 186, 106184. https://doi.org/10.1016/j.compag.2021.106184[17] Fan, X., Luo, P., Mu, Y., Zhou, R., Tjahjadi, T., & Ren, Y. (2022). Leaf image based plant disease identification using transfer learning and feature fusio…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1016/j.compag.2022.106892,https://doi.org/10.1016/j.compag.2022.106892,"…f image based plant disease identification using transfer learning and feature fusion. Computers and Elec- tronics in Agriculture, 196, 106892. https://doi.org/10.1016/j.compag.2022.106892[18] Iman, M., Arabnia, H. R., & Rasheed, K. (2023). A review of deep transfer learning and recent advancements. Technologies, 11(2), 40. https://doi.org/10.339…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.3390/technologies11020040,https://doi.org/10.3390/technologies11020040,"…106892[18] Iman, M., Arabnia, H. R., & Rasheed, K. (2023). A review of deep transfer learning and recent advancements. Technologies, 11(2), 40. https://doi.org/10.3390/technologies11020040[19] Hassam, M., Khan, M. A., Armghan, A., Althubiti, S. A., Alhaisoni, M., Alqahtani, A., . . . , & Kim, Y. (2022). A single stream modified MobileNet V2 and w…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1109/ACCESS.2022.3201338Pdf_Folio:1111,https://doi.org/10.1109/ACCESS.2022.3201338Pdf_Folio:1111,"…MobileNet V2 and whale controlled entropy based optimization framework for citrus fruit diseases recogni- tion. IEEE Access, 1(0), 91828–91839. https://doi.org/10.1109/ACCESS.2022.3201338Pdf_Folio:1111 Artificial Intelligence and Applications Vol. 00 Iss. 00 2026 [20] Mijwil, M. M., Doshi, R., Hiran, K. K., Unogwu, O. J., & Bala, I. (2023). MobileNetV1-based…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.58496/MJCSC/2023/005,https://doi.org/10.58496/MJCSC/2023/005,"…ala, I. (2023). MobileNetV1-based deep learning model for accurate brain tumor classification. Mesopotamian Journal of Computer Science, 29–38. https://doi.org/10.58496/MJCSC/2023/005[21] Zhu, Q., Zhuang, H., Zhao, M., Xu, S., & Meng, R. (2024). A study on expression recognition based on improved MobileNetV2 network. Scientific Reports, 14(1…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1038/s41598-024-58736-x,https://doi.org/10.1038/s41598-024-58736-x,"…Zhao, M., Xu, S., & Meng, R. (2024). A study on expression recognition based on improved MobileNetV2 network. Scientific Reports, 14(1), 8121. https://doi.org/10.1038/s41598-024-58736-x[22] Gulzar, Y. (2023). Fruit image classification model based on MobileNetV2 with deep transfer learning technique. Sustainability, 15(3), 1906. https://doi.or…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.3390/su15031906,https://doi.org/10.3390/su15031906,"…2] Gulzar, Y. (2023). Fruit image classification model based on MobileNetV2 with deep transfer learning technique. Sustainability, 15(3), 1906. https://doi.org/10.3390/su15031906[23] Sujon, K. M., Hassan, R., Choi, K., & Samad, M. A. (2025). Accuracy, precision, recall, f1-score, or MCC? Empirical evi- dence from advanced statistics, ML…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1186/s40537-025-01313-4,https://doi.org/10.1186/s40537-025-01313-4,"…or MCC? Empirical evi- dence from advanced statistics, ML, and XAI for evaluating business predictive models. Journal of Big Data, 12(1), 268. https://doi.org/10.1186/s40537-025-01313-4[24] Diallo, R., Edalo, C., & Awe, O. O. (2024). Machine learning evaluation of imbalanced health data: A comparative analysis of balanced accuracy, MCC, and F1…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1007/978-3-031-72215-8_12,https://doi.org/10.1007/978-3-031-72215-8_12,"…acy, MCC, and F1 score. In Practical Sta- tistical Learning and Data Science Methods: Case Studies from LISA 2020 Global Network (pp. 283–312). https://doi.org/10.1007/978-3-031-72215-8_12[25] Zhang, P., Yang, L., & Li, D. (2020). EfficientNet-B4-Ranger: A novel method for greenhouse cucumber disease recognition under natural complex environment.…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1016/j.compag.2020.105652,https://doi.org/10.1016/j.compag.2020.105652,"…method for greenhouse cucumber disease recognition under natural complex environment. Computers and Elec- tronics in Agriculture, 176, 105652. https://doi.org/10.1016/j.compag.2020.105652[26] Chen, H., Zhou, G., He, W., Duan, X., & Jiang, H. (2024). Classification and identification of agricultural prod- ucts based on improved MobileNetV2. Scien…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.1038/s41598-024-53349-wHow,https://doi.org/10.1038/s41598-024-53349-wHow,"…Jiang, H. (2024). Classification and identification of agricultural prod- ucts based on improved MobileNetV2. Scientific Reports, 14(1), 3454. https://doi.org/10.1038/s41598-024-53349-wHow to Cite: Hasan, M. M., Faruq, M. O., Musa, M. H., Rashid, M. M., & Uddin, K. M. M. (2026). Classification of Multi-Crop Leaf Diseases in Rice, Wheat, and Bean…"
2026-hasan-classification-of-multi-crop-leaf-diseases,DOI,10.47852/bonviewAIA62026239Pdf_Folio:1212,https://doi.org/10.47852/bonviewAIA62026239Pdf_Folio:1212,"…ication of Multi-Crop Leaf Diseases in Rice, Wheat, and Bean Using a Deep Transfer Learning Approach. Artificial Intelligence and Applications. https://doi.org/10.47852/bonviewAIA62026239Pdf_Folio:1212"
2026-hasan-classification-of-multi-crop-leaf-diseases,url,https://www.kaggle.com/datasets/nafishamoin/bangladeshi-crops-disease-dataset,https://www.kaggle.com/datasets/nafishamoin/bangladeshi-crops-disease-dataset,…of this study are openly available in the Bangladeshi Crops Disease Dataset at https://www.kaggle.com/datasets/nafishamoin/bangladeshi-crops-disease-dataset and the Bean Disease Dataset at https://www.kaggle.com/datasets/therealoise/bea…
2026-hasan-classification-of-multi-crop-leaf-diseases,url,https://www.kaggle.com/datasets/therealoise/bean-disease-dataset.Author,https://www.kaggle.com/datasets/therealoise/bean-disease-dataset.Author,"…s/nafishamoin/bangladeshi-crops-disease-dataset and the Bean Disease Dataset at https://www.kaggle.com/datasets/therealoise/bean-disease-dataset.Author Contribution Statement Md. Mahmudul Hasan: Conceptualization, Methodology, Visu…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.47852/bonviewAIA62028365,https://doi.org/10.47852/bonviewAIA62028365,"…mber 2025 | Revised: 3 April 2026 | Accepted: 3 June 2026 | Published online: 29 June 2026 Artificial Intelligence and Applications 2026, Vol. 00(00) 1–22 DOI: 10.47852/bonviewAIA62028365 RESEARCH ARTICLE Explainable AI-Driven Clinical Decision Support for Mortality Risk Stratification in Pediatric Respiratory Disorders Khandaker Mohammad Mohi U…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1109/ACCESS.2024.3516045,https://doi.org/10.1109/ACCESS.2024.3516045,"…Using explainable machine learning methods to predict the survivability rate of pediatric respiratory diseases. IEEE Access, 12, 189515–189534. https://doi.org/10.1109/ACCESS.2024.3516045[2] Gan, H., Hou, X., Zhu, Z., Xue, M., Zhang, T., Huang, Z., . . . , & Sun, B. (2022). Smoking: A leading factor for the death of chronic respiratory diseases…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1186/s12890-022-01944-w,https://doi.org/10.1186/s12890-022-01944-w,"…ing factor for the death of chronic respiratory diseases derived from Global Burden of Disease Study 2019. BMC Pulmonary Medicine, 22(1), 1–11. https://doi.org/10.1186/s12890-022-01944-w[3] Momtazmanesh, S., Moghaddam, S. S., Ghamari, S. H., Rad, E. M., Rezaei, N., Shobeiri, P., . . . , & Ibitoye, S. E. (2023). Global burden of chronic respirat…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.eclinm.2023.101936,https://doi.org/10.1016/j.eclinm.2023.101936,"…hronic respiratory diseases and risk factors, 1990–2019: An update from the Global Burden of Disease Study 2019. EClinicalMedicine, 59, 101936. https://doi.org/10.1016/j.eclinm.2023.101936[4] Prithula, J., Chowdhury, M. E., Khan, M. S., Al-Ansari, K., Zughaier, S. M., Islam, K. R., & Alqahtani, A. (2024). Improved pediatric ICU mortality predicti…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1186/s12931-024-02753-x,https://doi.org/10.1186/s12931-024-02753-x,"…pediatric ICU mortality prediction for respiratory diseases: Machine learning and data subdivision insights. Respiratory Research, 25(1), 1–16. https://doi.org/10.1186/s12931-024-02753-x[5] Eisenberg, M. A., & Balamuth, F. (2022). Pediatric sepsis screening in US hospitals. Pediatric Research, 91(2), 351–358. https://doi.org/10.1038/s41390-021-…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1038/s41390-021-01708-yPdf_Folio:2020Artificial,https://doi.org/10.1038/s41390-021-01708-yPdf_Folio:2020Artificial,"…/s12931-024-02753-x[5] Eisenberg, M. A., & Balamuth, F. (2022). Pediatric sepsis screening in US hospitals. Pediatric Research, 91(2), 351–358. https://doi.org/10.1038/s41390-021-01708-yPdf_Folio:2020Artificial Intelligence and Applications Vol. 00 Iss. 00 2026 [6] Quadir, A., Festa, M., Gilchrist, M., Thompson, K., Pride, N., & Basu, S. (2024). Long-term follow-up in…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3389/fped.2024.1430581,https://doi.org/10.3389/fped.2024.1430581,"…on, K., Pride, N., & Basu, S. (2024). Long-term follow-up in pediatric intensive care–A narrative review. Frontiers in Pediatrics, 12, 1430581. https://doi.org/10.3389/fped.2024.1430581[7] Balamuth, F., Scott, H. F., Weiss, S. L., Webb, M., Chamber- lain, J. M., Bajaj, L., . . . , & Alpern, E. R. (2022). Validation of the pediatric sequential…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1001/jamapediatrics.2022.1301,https://doi.org/10.1001/jamapediatrics.2022.1301,"…tional consensus definitions for sep- sis and septic shock definitions in the pediatric emergency department. JAMA Pediatrics, 176(7), 672–678. https://doi.org/10.1001/jamapediatrics.2022.1301[8] Sanford Kobayashi, E., Waldman, B., Engorn, B. M., Perofsky, K., Allred, E., Briggs, B., . . . , & Coufal, N. G. (2022). Cost efficacy of rapid whole genome…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3389/fped.2021.809536,https://doi.org/10.3389/fped.2021.809536,"…Coufal, N. G. (2022). Cost efficacy of rapid whole genome sequencing in the pediatric intensive care unit. Frontiers in Pediatrics, 9, 809536. https://doi.org/10.3389/fped.2021.809536[9] Yu, G., Yu, Z., Shi, Y., Wang, Y., Liu, X., Li, Z., . . . , & Shu, Q. (2021). Identification of pediatric respiratory diseases using a fine-grained diagnosi…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.jbi.2021.103754,https://doi.org/10.1016/j.jbi.2021.103754,"…021). Identification of pediatric respiratory diseases using a fine-grained diagnosis system. Journal of Biomedi- cal Informatics, 117, 103754. https://doi.org/10.1016/j.jbi.2021.103754[10] Papakyritsi, D., Iosifidis, E., Kalamitsou, S., Chorafa, E., Volakli, E., Peña-López, Y., . . . , & Roilides, E. (2023). Epi- demiology and outcomes of ven…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1017/ice.2022.97,https://doi.org/10.1017/ice.2022.97,"…ciated events in critically ill children: Evaluation of three different definitions. Infection Control & Hospital Epidemiology, 44(2), 216–221. https://doi.org/10.1017/ice.2022.97[11] Obajuluwa, A. M., Balogun, J. A., & Balogun, O. (2026). Fundamentals of radiology for physical therapists in low- and middle-income countries. In J. A. Bal…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1007/978-3-031-86558-9_34,https://doi.org/10.1007/978-3-031-86558-9_34,"…- and middle-income countries. In J. A. Balogun (Ed.), Contemporary and global perspectives in physical therapy (pp. 1813–1843). Springer Cham. https://doi.org/10.1007/978-3-031-86558-9_34[12] Hucko, A., Weigel, R., Nizamov, F., & Black, M. (2025). Child and adolescent mortality in the WHO European Region: Concerning trends requiring urgent actio…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.puhip.2025.100668,https://doi.org/10.1016/j.puhip.2025.100668,"…025). Child and adolescent mortality in the WHO European Region: Concerning trends requiring urgent action. Public Health in Practice, 10, 1–7. https://doi.org/10.1016/j.puhip.2025.100668[13] Saeed, W., & Omlin, C. (2023). Explainable AI (XAI): A systematic meta-survey of current challenges and future opportunities. Knowledge-Based Systems, 263,…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.knosys.2023.110273,https://doi.org/10.1016/j.knosys.2023.110273,"…C. (2023). Explainable AI (XAI): A systematic meta-survey of current challenges and future opportunities. Knowledge-Based Systems, 263, 110273. https://doi.org/10.1016/j.knosys.2023.110273[14] Lötsch, J., Kringel, D., & Ultsch, A. (2021). Explainable arti- ficial intelligence (XAI) in biomedicine: Making AI decisions trustworthy for physicians an…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3390/biomedinformatics2010001,https://doi.org/10.3390/biomedinformatics2010001,"…ble arti- ficial intelligence (XAI) in biomedicine: Making AI decisions trustworthy for physicians and patients. BioMedInformatics, 2(1), 1–17. https://doi.org/10.3390/biomedinformatics2010001[15] Gonem, S., Janssens, W., Das, N., & Topalovic, M. (2020). Applications of artificial intelligence and machine learning in respiratory medicine. Thorax, 75(…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1136/thoraxjnl-2020-214556,https://doi.org/10.1136/thoraxjnl-2020-214556,"…Das, N., & Topalovic, M. (2020). Applications of artificial intelligence and machine learning in respiratory medicine. Thorax, 75(8), 695–701. https://doi.org/10.1136/thoraxjnl-2020-214556[16] Patel, D., Hall, G. L., Broadhurst, D., Smith, A., Schultz, A., & Foong, R. E. (2022). Does machine learning have a role in the prediction of asthma in chi…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.prrv.2021.06.002,https://doi.org/10.1016/j.prrv.2021.06.002,"…., & Foong, R. E. (2022). Does machine learning have a role in the prediction of asthma in children? Paediatric Respiratory Reviews, 41, 51–60. https://doi.org/10.1016/j.prrv.2021.06.002[17] Dumbuya, J. S., Zeng, C., Deng, L., Li, Y., Chen, X., Ahmad, B., & Lu, J. (2025). The impact of rare diseases on the quality of life in paediatric patients…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3389/fpubh.2025.1531583,https://doi.org/10.3389/fpubh.2025.1531583,"…. (2025). The impact of rare diseases on the quality of life in paediatric patients: Current status. Frontiers in Pub- lic Health, 13, 1531583. https://doi.org/10.3389/fpubh.2025.1531583[18] Ganatra, H. A. (2025). Machine learning in pediatric health- care: Current trends, challenges, and future directions. Journal of Clinical Medicine, 14(3),…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3390/jcm14030807,https://doi.org/10.3390/jcm14030807,"…2025). Machine learning in pediatric health- care: Current trends, challenges, and future directions. Journal of Clinical Medicine, 14(3), 807. https://doi.org/10.3390/jcm14030807[19] Alanazi, A. (2022). Using machine learning for health- care challenges and opportunities. Informatics in Medicine Unlocked, 30, 100924. https://doi.org/10.…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.imu.2022.100924,https://doi.org/10.1016/j.imu.2022.100924,"…807[19] Alanazi, A. (2022). Using machine learning for health- care challenges and opportunities. Informatics in Medicine Unlocked, 30, 100924. https://doi.org/10.1016/j.imu.2022.100924[20] Sarker, I. H. (2021). Machine learning: Algorithms, real-world applications and research directions. SN Computer Science, 2(3), 1–21. https://doi.org/10.10…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1007/s42979-021-00592-x,https://doi.org/10.1007/s42979-021-00592-x,"…00924[20] Sarker, I. H. (2021). Machine learning: Algorithms, real-world applications and research directions. SN Computer Science, 2(3), 1–21. https://doi.org/10.1007/s42979-021-00592-x[21] Lee, S. W., Loh, S. W., Ong, C., & Lee, J. H. (2019). Perti- nent clinical outcomes in pediatric survivors of pediatric acute respiratory distress syndrome…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.21037/atm.2019.09.32,https://doi.org/10.21037/atm.2019.09.32,"…pediatric survivors of pediatric acute respiratory distress syndrome (PARDS): A narrative review. Annals of Translational Medicine, 7(19), 513. https://doi.org/10.21037/atm.2019.09.32[22] Lee, D., & Yoon, S. N. (2021). Application of artificial intelligence-based technologies in the healthcare industry: Opportunities and challenges. Internat…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3390/ijerph18010271,https://doi.org/10.3390/ijerph18010271,"…gies in the healthcare industry: Opportunities and challenges. International Journal of Envi- ronmental Research and Public Health, 18(1), 271. https://doi.org/10.3390/ijerph18010271[23] Spathis, D., & Vlamos, P. (2019). Diagnosing asthma and chronic obstructive pulmonary disease with machine learning. Health Informatics Journal, 25(3), 811…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1177/1460458217723169,https://doi.org/10.1177/1460458217723169,"…amos, P. (2019). Diagnosing asthma and chronic obstructive pulmonary disease with machine learning. Health Informatics Journal, 25(3), 811–827. https://doi.org/10.1177/1460458217723169[24] Aykanat, M., Kılıç, Ö., Kurt, B., & Saryal, S. B. (2020). Lung disease classification using machine learning algorithms. International Journal of Applied M…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.18100/ijamec.799363,https://doi.org/10.18100/ijamec.799363,"…isease classification using machine learning algorithms. International Journal of Applied Mathematics Electronics and Computers, 8(4), 125–132. https://doi.org/10.18100/ijamec.799363[25] Chang, T. H., Liu, Y. C., Lin, S. R., Chiu, P. H., Chou, C. C., Chang, L. Y., & Lai, F. P. (2023). Clinical char- acteristics of hospitalized children with…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.jmii.2023.04.011,https://doi.org/10.1016/j.jmii.2023.04.011,"…g machine learn- ing approaches to support pathogen prediction at admission. Journal of Microbiology, Immunology and Infection, 56(4), 772–781. https://doi.org/10.1016/j.jmii.2023.04.011[26] Gramegna, A., & Giudici, P. (2021). SHAP and LIME: An evaluation of discriminative power in credit risk. Frontiers in Artificial Intelligence, 4, 752558. h…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.3389/frai.2021.752558,https://doi.org/10.3389/frai.2021.752558,"…A., & Giudici, P. (2021). SHAP and LIME: An evaluation of discriminative power in credit risk. Frontiers in Artificial Intelligence, 4, 752558. https://doi.org/10.3389/frai.2021.752558[27] Shah, N., Arshad, A., Mazer, M. B., Carroll, C. L., Shein, S. L., & Remy, K. E. (2023). The use of machine learning and artificial intelligence within pedi…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1038/s41390-022-02380-6,https://doi.org/10.1038/s41390-022-02380-6,"…Remy, K. E. (2023). The use of machine learning and artificial intelligence within pediatric critical care. Pediatric Research, 93(2), 405–412. https://doi.org/10.1038/s41390-022-02380-6[28] Ma, Y., Liu, W., Huang, B., Tian, F., & Chen, G. (2024). EFGAN: An automatic GAN-based methodology for mining eddy-front coupling with fused remote sensing…"
2026-uddin-explainable-ai-driven-clinical-decision-support,DOI,10.1016/j.inffus.2023.101982,https://doi.org/10.1016/j.inffus.2023.101982,"…4). EFGAN: An automatic GAN-based methodology for mining eddy-front coupling with fused remote sensing data. Informa- tion Fusion, 101, 101982. https://doi.org/10.1016/j.inffus.2023.101982[29] Allgaier, J., & Pryss, R. (2024). Cross-validation visualized: A narrative guide to advanced methods. Machine Learning and Knowledge Extraction, 6(2), 1378…"
